Plot,Quadrat,TreeNum,spp,PIGTAIL_2021,TAG_found_2021,LIVE_Dead_2021,COMMENTS_2021,Height1997_cm,LCL_length1997_cm,LdrGrowth1997_cm,CrownWidthNS1997_cm,CrownWidthEW1997_cm,BasalCaL1997mm,Vigor1995,Vigour1997,1995Comments,comment_1997
12,2,699,Sw,Y,Y,L,,61,61,17,30,35,10,good,,wide open but for 1m young alder,
12,3,700,Sw,Y,Y,D,,,,,,,,very good,,"wide open, 50cm from clump of loni inv",Dead
12,3,701,Sw,Y,Y,L,,55,55,3.5,28,27,8,good,,"wide open, very slightly chlorotic",
12,3,702,Sw,Y,Y,D,,45,45,1.5,20,20,7.5,good,,"wide open, on edge of 7-8cm deep wide screef",
12,3,703,Sw,N/F,,,,47.5,40,7,24,29,8,good,,"on edge of hummock, wide open",Stem bent
12,3,704,Sw,Y,Y,L,,51,51,7,25,26,9,very good,,"open, by light slash, 1.5m from 4m balsam",
12,3,705,Sw,N/F,,,,48,48,2.5,22,20,7.5,good,,"under low, light balsam, very high fir, spruce canopy",
12,3,706,Sw,Y,Y,L,,45,45,4.5,20,22,6,very good,,under one tall spruce,
12,3,707,Sw,Y,Y,L,,45,45,1.5,17,30,8,good,,"slightly chlorotic, open",
12,3,708,Sw,Y,Y,L,,48,48,3.5,18,22,7.5,good,,"bent stem, slightly chlorotic, open",
12,3,709,Sw,Y,Y,D,,53,53,2,28,31,6.5,very good,,"under high balsam canopy, in rotten log 100%, slightly chlorotic",
12,3,710,Sw,Y,Y,D,,46,46,0.5,19.5,15,7,good,,"open, slightly chlorotic",
12,3,711,Sw,N/F,,,,50,50,0.5,20,20,6.5,good,,"open, slightly chlorotic",
12,3,712,Sw,Y,Y,L,,40,40,1,22,20,6,good,,"at dripline of tall mature spruce, on mound with 2 rotten logs beside, slightly chlorotic",
12,3,713,Sw,Y,Y,L,,28,28,0.5,17,19,6,very good,,1m from very tall mature fir,
12,4,714,Sw,Y,Y,D,,35,27,4,22,20,6.5,good,,"open, 10deg lean",
12,4,715,Sw,Y,Y,L,,30,30,5,18,20,6,good,,"plug 1cm out of ground, at dripline of mature tall balsam, slight chlorosis",New leader
12,4,716,Sw,Y,Y,L,,42,42,0.5,24,27,9.5,very good,,1m from very tall mature balsam,
12,4,717,Sw,N/F,,,,47,47,2,22,22,8,good,,"chlorotic, dead terminal bud, under 1X10m mature balsam",
12,4,718,Sw,Y,Y,L,,54,54,6,32,27,8,very good,,1m from very tall mature balsam,
12,4,719,Sw,N/F,,,,33.5,33.5,3,14,12,5,very good,,"under one very tall mature fir, short laterals",
12,4,720,Sw,Y,Y,L,,46.5,46.5,2.5,25,15,5.5,good,,"1m from 10m mature balsam, at dripline of very tall mature fir",
12,4,721,Sw,Y,Y,L,,23,23,1.5,10,10,5,poor-mod,,"plug exposed 1cm, dead terminal bud leader, other dead laterals/buds dense canopy directly overhead",
12,4,722,Sw,N/F,,,,35,35,0.5,10,10,9,good,,"at dripline of very tall mature fir, chlorotic",Slash press
12,4,723,Sw,Y,Y,L,,37,37,2,22,20,6.5,good,,"chlorotic, under very tall mature fir & 10m mature balsam",
12,4,724,Sw,N/F,,,,45,45,10,26,25,8.5,very good,,open,
13,1,725,Sw,,,,,,,,,,,very good,,at dripline of large mature balsam with heavy foliage,Dead
13,1,726,Sw,,,,,,,,,,,good,,"1m from thick stand of small conifers, under mature spruce",not found
13,1,727,Sw,,,,,42,30,4,30,21,6.5,very good,,"open, near thick stand of small conifers",
13,1,728,Sw,,,,,25,20,4,10,10,5,poor-mod,,"top 1/2 of leader dead, under thick canopy, sparse foliage","needle cast, new leader"
13,1,729,Sw,,,,,42,34,3,16,16,5,moderate,,"1.5m from #728, thick canopy",
13,1,730,Sw,,,,,49,49,11,25,20,8.5,good,,under a tall mature spruce,
13,1,731,Sw,,,,,35,32,7,18,18,6,good,,"in depression, under mature spruce & balsam, slightly chlorotic",
13,1,732,Sw,,,,,47,41,6,27,22,8,good,,"open, slightly chlorotic",
13,1,733,Sw,,,,,56,56,4,20,18,5.5,good,,under heavy canopy,
13,1,734,Sw,,,,,36,30,3,14,15,6,mod-good,,"at dripline of 3 surrounding conifers, chlorotic",
13,1,735,Sw,,,,,42,42,7,22,25,10,good,,at dripline of 1 small balsam & 1 small spruce ,
13,1,736,Sw,,,,,42,42,4,15,10,7,good,,"at dripline of 1X10m balsam, shrubs and light slash",
13,1,737,Sw,,,,,32,22,3,8,10,8,good,,"open, surrounded by cal. canadensis",
13,2,738,Sw,,,,,65,46,15,30,32,11,good,,"open, very slightly chlorotic",
13,2,739,Sw,,,,,56,56,10,25,27,9,good,,"open, slightly chlorotic, slightly wary stem",
13,2,740,Sw,,,,,52,52,8,30,27,9,good,,"under 1X8m balsam, in 20cm deep trench",
13,2,741,Sw,,,,,,,,,,,good,,"wide open, heavy shrubs within 1m",
13,2,742,Sw,,,,,55,55,13,20,25,12,good,,"wide open, in slight depression",
13,2,743,Sw,,,,,63,55,11,20,3,9.5,good,,"wide open, on small mound, slightly chlorotic","animal bed, stem bent"
13,2,744,Sw,,,,,47,35,4.5,17,18,9,good,,"wide open, split leader, slightly chlorotic ",
13,2,745,Sw,,,,,50.5,50.5,11,22,25,6.5,good,,"open, 1m from 2m spruce, light slash",
13,2,746,Sw,,,,,60,55,6,22,20,8,good,,"at dripline of 2 conifers, in hole by rotten stump, light slash",
13,2,747,Sw,,,,,,,,,,,very good,,"wide open, crooked leader, leaning at 10deg, in slash & heavy shrubs",Dead
13,2,748,Sw,,,,,63.5,43,9,28,31,9,very good,,"open but for rubus. par., b/t 2 old rotten logs",
13,2,749,Sw,,,,,,,,,,,mod-good,,"open but for heavy shrubs around, in depression",veg press- dead
13,2,750,Sw,,,,,,,,,,,good,,"under juvenile balsam & tall dead birch, in 15cm depression","slash press, hortizontal stem"
13,2,751,Sw,,,,,,,,,,,poor,,open,Not found
13,2,752,Sw,,,,,40,35,5,16,15,7,good,,"at dripline of one mature balsam, in depression",
13,2,753,Sw,,,,,71,71,15,25,30,10,good,,"open, very slightly chlorotic, in depression",
13,2,754,Sw,,,,,37,15,4,17,15,7,mod-good,,"at dripline of one mature balsam, in depression",
13,2,755,Sw,,,,,,,,,,,good,,"2 stems, open but for rubu.pub.","slah press, no measure"
13,2,756,Sw,,,,,37,37,6,22,28,7,good,,"under mature balsam, in depression",
13,2,757,Sw,,,,,,,,,,,moribund,,"in depression, under heavy shrub",Dead
13,2,758,Sw,,,,,43,29,4,20,22,8,good,,"open, b/t ancient rotten logs",
13,2,759,Sw,,,,,50,40,7,17,15,6,good,,"open, light slash",
13,3,760,Sw,,,,,57,57,12,25,29,9,very good,,"open, some shrubs closeby",
13,3,761,Sw,,,,,50,39,9.5,26,30,9,mod-good,,"wide open, by balsam stump",
13,3,762,Sw,,,,,49,40,8,25,21,7,good,,open but for ribe.lac.,sweep
13,3,763,Sw,,,,,56,49,10.5,21,20,8,good,,"open, in 20cm deep hole",bent stem
13,3,764,Sw,,,,,38,31,4.5,11,20,7,good,,"crooked stem, under various shrubs, on sloped mound",bent stem
13,3,765,Sw,,,,,50,20,2,20,25,9.5,good,,at dripline of juvenile balsam,needle cast
13,3,766,Sw,,,,,,,,,,,good,,"open, 8m from spruce at 2m w.s.west",veg press hortizontal no measure
13,3,767,Sw,,,,,35,26,4,9,7,5,good,,"slightly chlorotic, open, closely surrounded by shrubs",stem sweep
13,3,768,Sw,,,,,47,42,5,18,18,9,good,,"wide open, slightly chlorotic",broken bent stem
13,3,769,Sw,,,,,47,32,5,21,17,8,good,,"wide open, very slightly chlorotic",
13,3,770,Sw,,,,,,,,,,,good,,"slightly curved stem, at dripline of mature balsam, open to south",chewed tag unreadable 
13,3,771,Sw,,,,,62,62,12.5,30,35,9,good,,"open, slightly chlorotic",
13,3,772,Sw,,,,,23,20,2,15,14,3.5,moderate,,"overtopped by alder and shrubs, slightly curved stem",
13,3,773,Sw,,,,,,,,,,,mod-good,,"open, ribu. edo close by to south (*one dead seedling b/t #773 and #774)",tree not found - dead
13,4,774,Sw,,,,,34,29,6,20,19,6,good,,"in depression, light slash, under high mature balsam canopy",
13,4,775,Sw,,,,,57,40,4,23,27,7.5,good,,"10deg lean, surrounded by juvenile conifers & alder, open directly overhead",
13,4,776,Sw,,,,,,,,,,,good,,under heavy mixed overstory,no tag found
13,4,777,Sw,,,,,47,34,2,15,20,5.5,moderate,,"open, sparse foliage, surrounded by shrubs",
13,4,778,Sw,,,,,53,46,7,18,27,6.5,mod-good,,"open, light slash, alder nearby",
13,4,779,Sw,,,,,36,30,2,13,13,6,mod-good,,"open, but surrounded by young alder and conifers",
14,1,780,Sw,,,,,,,,,,,mod-good,,"at dripline of tall balsam, chlorotic, some necrotic foliage ",Dead
14,1,781,Sw,,,,,44,44,9.5,17,18,7.5,good,,"at dripline of mature spruce, slightly chlorotic",
14,1,782,Sw,,,,,44.5,44.5,6,24,24,5.5,good,,"at dripline of mature spruce, slightly chlorotic",
14,1,783,Sw,,,,,,,,,,,good,,open,"veg press, no measure"
14,1,784,Sw,,,,,,,,,,,good,,"wide open, slight lean, some necrotic foliage",not found
14,1,785,Sw,,,,,63.5,63.5,8.5,38,30,13,good,,"wide open, slightly chlorotic",
14,1,786,Sw,,,,,41,41,3,15,13,10,good,,"at dripline of large mature spruce, chlorotic, near and covered with small balsam",
14,1,787,Sw,,,,,41,41,5,17,17,7,good,,"at dripline of large mature spruce, 2m from large fallen tree",
14,1,788,Sw,,,,,,,,,,,mod-good,,"wide open but for some shrubs, at base of stump",Dead
14,1,789,Sw,,,,,,,,,,,good,,"wide open, lots of cala.can about",veg press no measure
14,1,790,Sw,,,,,,,,,,,very good,,wide open,"veg press, no measure"
14,1,791,Sw,,,,,59,59,14,25,30,8.5,good,,"under mature balsam, in depression by old log",
14,1,792,Sw,,,,,52,40,7,17,20,5,good,,"few dead needles, open, near large fallen tree",
14,1,793,Sw,,,,,54,54,9,26,29,9,good,,"bent leader, under branches of large fallen tree at dripline of mature balsam",
14,2,794,Sw,,,,,50,45,5,22,20,8,good,,"open, chlorotic, by fallen birch",
14,2,795,Sw,,,,,,,,,,,good,,"top of leader dead, open but for heavy shrubs, exposed plug",Dead
14,2,796,Sw,,,,,52,52,17,25,29,9,very good,,"at dripline of large mature balsam, in slight depression",
14,2,797,Sw,,,,,45,32,5,17,32,7.5,good,,"at dripline of large mature balsam, slightly chlorotic",
14,2,798,Sw,,,,,39,39,4.5,24,17,7,mod-good,,at dripline of large mature balsam ,
14,2,799,Sw,,,,,63,63,8,30,25,9,very good,,"open, in slight depression by rotten stump",
14,2,800,Sw,,,,,62,53,7,29,55,7,good,,"open, slightly chlorotic",stem bend 
14,3,801,Sw,,,,,59,59,12,20,25,9,good,,"under mature balsam, slightly chlorotic",
14,3,802,Sw,,,,,54,54,10,25,23,8.5,mod-good,,"under mature balsam, in depression",
14,3,803,Sw,,,,,57,57,9,20,22,9,good,,open but for small alder,
14,3,804,Sw,,,,,35,24,3,20,20,5,good,,"at dripline of bushy mature spruce, in slight depression",veg press hortizonal
14,3,805,Sw,,,,,60,51,4.5,31,20,11,good,,"open, chlorotic, slight lean, slightly chlorotic",
14,3,806,Sw,,,,,45,40,4,24,23,6.5,good,,"at dripline of mature balsam, on slight mound",
14,3,807,Sw,,,,,51,46,6,27,19,8,good,,"open, on slight mound, many shrubs surrounding",
14,3,808,Sw,,,,,47,37,5,25,15,6,mod-good,,overtopped by shrubs,veg press hortizonal
14,3,809,Sw,,,,,35,28,5,15,15,7,mod-good,,"open but for some rubu.pub., on slight slope up to rotten stump",stem bend hortizonal
14,3,810,Sw,,,,,54.5,39,5,25,25,8,good,,"open but to heavy shrubs, 10deg lean, bent leader",
14,3,811,Sw,,,,,,,,,,,poor,,"open but for heavy shrubs, necrotic foliage, floppy leader",Dead - missing
14,3,812,Sw,,,,,56,50,4,16,21,7,poor-mod,,"open but for heavy shrubs, dead terminal bud,  much dead foliage",stem sweep
14,3,813,Sw,,,,,,,,,,,mod-good,,"open, surrounded by shrubs","moribund, veg press"
14,3,814,Sw,,,,,,,,,,,mod-good,,"open, but for heavy shrubs, some necrotic foliage",moribund
14,3,815,Sw,,,,,53,37,6,21,17,7,mod-good,,under large bushy mature balsam & some shrubs,Partial press
14,3,816,Sw,,,,,57,57,7,23,20,8.5,good,,"open, slightly chlorotic, light slash ",
14,4,817,Sw,,,,,,,,,,,poor-mod,,"in depression under alder, necrotic foliage",moribund
14,4,818,Sw,,,,,54,48,9,25,26,12,good,,open but for light overtopping shrub,
14,4,819,Sw,,,,,31,22,3,12,12,5,mod-good,,under bushy mature spruce and alder,
14,4,820,Sw,,,,,30,17,0,12,13,6,mod-good,,"in hole at dripline of mature bushy balsam, some dead foliage (dead seedling b/t #820 and #821)",no leader
14,4,821,Sw,,,,,33,27,6,18,13,6,good,,"open, on mound, light slash, some shrubs",
14,4,822,Sw,,,,,35,21,7.5,14,14,7.5,moderate,,under heavy shrubs and 10m balsam,
14,4,823,Sw,,,,,26,22,6,14,15,6,moderate,,"open but for light shrub cover, in hole b/t rotten log and rotten stump",
14,4,824,Sw,,,,,46,46,8,16,15,8,good,,open but for branches of fallen tree,
14,4,825,Sw,,,,,46,35,7.5,22,20,7.5,good,,"at dripline of 5m spruce, b/t 2 ancient rotten logs",
14,4,826,Sw,,,,,41,34,5,10,15,5,good,,wide open,
15,1,827,Sw,,,,,43,27,6.5,28,30,6.5,very good,,open,Stem sweep
15,1,828,Sw,,,,,43.5,40,6,24,19,6,good,,at dripline of 1 tall mature spruce and 2 juvenile balsam,
15,1,829,Sw,,,,,52.5,52.5,7,25,24,7,good,,"chlorotic, open by rotten logs",
15,1,830,Sw,,,,,43,35,6,20,15,6,good,,"open, in depression, bent over slightly at leader",stem sweep
15,1,831,Sw,,,,,,,,,,,mod-good,,"leaning at 45deg, chlorotic, in slash",missing/ dead
15,1,832,Sw,,,,,15,15,7.5,10,10,7.5,good,,"open, some necrotic and missing foliage",poor condition
15,1,833,Sw,,,,,50,50,8,24,24,8,mod-good,,"under 2 mature balsam, slightly chlorotic",
15,1,834,Sw,,,,,60,60,9.5,27,31,9.5,moderate,,"at dripline of one mature balsam, slightly chlorotic",
15,1,835,Sw,,,,,46,37,7.5,30,22,7.5,mod-good,,"open, slightly chlorotic",
15,1,836,Sw,,,,,52,52,6,25,20,6,good,,"open, in slight depression 40cm from rotten log",chlorotic
15,1,837,Sw,,,,,,,,,,7,mod-good,,"planted in rotten log under mature spruce,some dead foliage,chlorotic",Hortizontal/ moribund
15,1,838,Sw,,,,,55.7,55.7,7,30,33,7,mod-good,,under juvenile balsam,
15,1,839,Sw,,,,,45,45,7.5,33.5,20.5,7.5,good,,"open, in light slash, 1.5 m from #840",
15,1,840,Sw,,,,,36,36,6,22,25,6,poor,,"open, dead leader, other necrotic foliage, 1.5m from #839",
15,1,841,Sw,,,,,,,,,,,moderate,,"open but for shrubs, dead leader, some other dead foliage",Moribund
15,1,842,Sw,,,,,51,48,7.5,20,19,7.5,moderate,,"open but for shrubs, chlorotic, bent stem/leader","Bent stem, Veg press"
15,1,843,Sw,,,,,,,,,,,good,,"open, by slash pile, bent leader",Hortizontal no measure
15,1,844,Sw,,,,,61.5,61.5,10.5,47,37,10.5,very good,,at dripline of mature balsam,
15,1,845,Sw,,,,,59,54,0,15,22,7,mod-good,,"5deg lean, in shrubs, no conifers over top",stem bent/ veg press
15,1,846,Sw,,,,,30,30,0,20,20,5.5,moderate,,"dead leader, by thick rubu.par. otherwise open",Veg press
15,1,847,Sw,,,,,44,35,5,20,15,5.5,good,,"open, by large slash pile","New leader, Stem bent"
15,2,848,Sw,,,,,42,42,5.5,23,25,6.5,mod-good,,"open, but b/t recently cut logs",
15,2,849,Sw,,,,,62.5,52,11,25.5,21,7,very good,,"1m from very large mature birch, *  whole plot is rather low-lying, near swamp, moss covered ground",
15,2,850,Sw,,,,,,,,,,,moderate,,"bent leader, chlorotic, open","very poor vigour, veg press"
15,2,851,Sw,,,,,54,47,6,27,25,11.5,good,,"open, slightly chlorotic",
15,2,852,Sw,,,,,43,40,9,20,23,5.5,good,,"30deg lean, open but to shrubs surrounding",stem bent/ Veg press
15,2,853,Sw,,,,,44,37,12,17,14,6,poor-mod,,"open, shaded by log, dead leader",forked leader
15,2,854,Sw,,,,,45,30,4,18,20,5.5,good,,under branches of fallen tree and juvenile balsam,
15,2,855,Sw,,,,,31,15,4,10,8,5.5,moderate,,"wide open, chlorotic, some necrotic foliage","poor vigour, defoliated"
15,2,856,Sw,,,,,59,59,7,33,27,7,good,,"open, some shrubs about",Bent leaders
15,2,857,Sw,,,,,52,52,8,30.5,28,8.5,good,,"at dripline of tall mature spruce, by devil's club",
15,2,858,Sw,,,,,45,35,9,20,15,6,mod-good,,"at dripline of 5m balsam, open to south",
15,2,859,Sw,,,,,47,47,2,25.5,23,6,good,,under 3m sparsely foliated balsam,
15,2,860,Sw,,,,,46,46,6,30.5,27,7.5,good,,"slight crooked stem, by 5-6m snag, light slash","New leader, forked top"
15,2,861,Sw,,,,,48,31,5,20,15,5,mod-good,,"in hole by large rock to east, very bent stem and shrubs over top",Bent stem
15,2,862,Sw,,,,,63,56,13,18,20,7.5,good,,"in midst of slash, but open to sky",
15,2,863,Sw,,,,,41,41,4.5,16,17,6.5,good,,heavy high conifer canopy,
15,2,864,Sw,,,,,40,40,0,22,24,6.5,good,,2m from very tall mature fir which overtops,Brroken top
15,3,865,Sw,,,,,45,35,5,23,23,6,good,,"at dripline of 5m spruce, shrubs surround",
15,3,866,Sw,,,,,,,,,,,moribund,,"shrubs over top, otherwise open, dead leader",Dead
15,3,867,Sw,,,,,29,29,4,21.5,8,3.5,poor-mod,,"in hole, redwood all around, at dripline of juvenile balsam, thin/necrotic foliage","poor vigour, new leader"
15,3,868,Sw,,,,,51,51,9,30.5,29,7,very good,,"under tall mature balsam, 1m from heavy slash",
15,3,869,Sw,,,,,25,25,0,15,15,5.5,good,,"in slash, under medium-high conifer canopy",
15,3,870,Sw,,,,,,,,,,,moderate,,"open, surrounded by slash (fresh fallen trees), 1/2 of leader dead, thin foliage",
15,3,871,Sw,,,,,46,31,6,15,15,3.5,mod-good,,under 6-7m spruce,
15,3,872,Sw,,,,,,,,,,,good,,"cut off, under slash, in hole by stump",
15,3,873,Sw,,,,,66,66,5,27,27,9,good,,"under mature balsam with thick foliage, on side of mound",
15,3,874,Sw,,,,,,,,,,,moderate,,"thin foliage, open, in crook of stump, many shrubs nearby",
15,3,875,Sw,,,,,,,,,,,mod-good,,"leader dead, other dead foliage, 10cm from heavy slash",
15,3,876,Sw,,,,,42,42,8,20,27,5.5,good,,open,
15,3,877,Sw,,,,,55,40,0,19,25,6,good,,"in hole, 1m from tall mature balsam (barely overtopped)",
15,3,878,Sw,,,,,,,,,,,mod-good,,"in midst of low shrubs, under medium high balsam",
15,3,879,Sw,,,,,64,64,10,25,30,9,very good,,"open, 40cm from 80cm balsam",
15,3,880,Sw,,,,,66,62,9,20,26,7,good,,under tall mature birch,
15,4,881,Sw,,,,,57,57,8.5,26,30,7.5,good,,"in depression b/tt 2 ancient rotten logs, overtopped by 6m balsam",
15,4,882,Sw,,,,,48,29,6,12,12,7,mod-good,,under tall mature balsam and some shrubs,
15,4,883,Sw,,,,,60,55,13,33,30,8,good,,"open, some shrubs surrounding",
15,4,884,Sw,,,,,,,,,,,good,,"open, chlorotic bottom 1/2",
15,4,885,Sw,,,,,,,,,,,mod-good,,"open, dead leader, lateral has taken over",
15,4,886,Sw,,,,,65,51,6.5,25,23,8.5,very good,,open,
15,4,887,Sw,,,,,48,36,3.5,26,20,7,good,,"open, chlorotic",
15,4,888,Sw,,,,,59,50,7.5,30,27,9,good,,"at base of very tall, mature balsam",
15,4,889,Sw,,,,,53,46,10,30,25,8.5,mod-good,,"wide open, chlorotic, in 25cm deep hole",
15,4,890,Sw,,,,,,,,,,,mod-good,,"chlorotic, wideopen, on slight slope",
15,4,891,Sw,,,,,44,44,8,19,19,4.5,good,,"at dripline of very tall mature balsam, 10 deg lean",
15,4,892,Sw,,,,,59,59,11,22,22,8,good,,"wide open, some shrubs within 50cm",
15,4,893,Sw,,,,,65,40,9,29,30,7.5,good,,"wide open, but in light slash",
15,4,894,Sw,,,,,57.5,57.5,16.5,40,35,8,good,,"at dripline of very tall mature balsam, slight chlorosis",
15,4,895,Sw,,,,,60,50.5,7.5,21.5,23,7.5,good,,"open, surrounded by slash, a few dead needles",
15,4,896,Sw,,,,,60,60,16,32,28,7,good,,"overtopped by slash, shrubs, but no conifers",
15,4,897,Sw,,,,,,,,,,,moribund,,"in dense shrubs, some slash, no conifers over top",
24,1,898,Sw,,,,,55,55,7,32,29,8,very good,,open,
24,1,899,Sw,,,,,63.5,63.5,4.5,39,35,8,very good,,under large bushy mature balsam,
24,1,900,Sw,,,,,62,62,7,25,26.5,6.5,good,,under large bushy mature balsam,
24,1,901,Sw,,,,,62,62,5,29,33.5,8,good,,at dripline of mature balsam stand,
24,1,902,Sw,,,,,55.5,48,6,14,16,7,good,,"open, alder surrounding, by small fallen birch",
24,1,903,Sw,,,,,54.5,50.5,7.5,29,25.5,7,good,,"open, 50cm from rotten log",
24,1,904,Sw,,,,,53.5,50,4.5,22,22.5,7.5,good,,"open, 5deg lean, very slight chlorosis",
24,1,905,Sw,,,,,48,48,4,22,22,6.5,good,,"under bushy mature balsam, 30cm from rotten log, under light shrubs",
24,1,906,Sw,,,,,55,55,5.5,21.5,27,7,good,,"open, 5deg lean, very slight chlorosis",
24,1,907,Sw,,,,,40,40,8,22,22,5,good,,"at dripline of mature balsam stand, no competition about",
24,1,908,Sw,,,,,50.5,50.5,10.5,21.5,23.5,6.5,very good,,"open, close to several 30cm-1m balsam",
24,1,909,Sw,,,,,59.5,59.5,7.5,20,24,7,good,,"open, chlorotic",
24,1,910,Sw,,,,,,,,,,,mod-good,,"no conifers overhead, but in thick of shrubs and Cala. can.",
24,1,911,Sw,,,,,,,,,,,moribund,,"dead leader, heavy overtopping shrub",
24,1,912,Sw,,,,,35,28.5,2,9,12,4.5,good,,"open, shrubs and cala.can. pressing closer",
24,1,913,Sw,,,,,,,,,,,moderate,,"open, but for thick cala.can.",Stem scar
24,1,914,Sw,,,,,42,20,3.5,16,14,5.5,mod-good,,"open, surrounded by cala.can. and shrubs",moribund 
24,2,915,Sw,,,,,,,,,,,poor-mod,,"alder and shrub canopy, dead leader, 1m from slash",Veg press - DEad
24,2,916,Sw,,,,,51,51,10.5,26,30,8,good,,"open, chlorotic",Veg press
24,2,917,Sw,,,,,67,67,12,27.5,25,9.5,good,,"open, slightly chlorotic",
24,2,918,Sw,,,,,34,30.5,2.5,10.5,16,5.5,mod-good,,"curved stem/leader, open, shrubs all around",Bent stem
24,2,919,Sw,,,,,49,40,0,15,12,7.5,mod-good,,"open, but for shrubs over top",Veg press
24,2,920,Sw,,,,,,,,,,,moribund,,"dead leader, alder over top",Dead - veg press
24,2,921,Sw,,,,,,,,,,,moderate,,"moribund leader, alder over top, heavy shrubs around",Dead - veg press
24,2,922,Sw,,,,,45,40,5,17,12,7,good,,"open, slightly chlorotic, 5deg lean","Veg press, stem sweep"
24,2,923,Sw,,,,,,,,,,,very good,,"open, 5deg lean",Dead
24,2,924,Sw,,,,,72,52,15,22,23,8.5,good,,"open, slightly chlorotic, heavy slash & shrubs surround",
24,3,925,Sw,,,,,50.5,50.5,6,22,23,7,very good,,"open, by light slash ",Veg press
24,3,926,Sw,,,,,,,,,,,moderate,,"15deg lean, curved leader (veg. pressed), open, chlorotic",
24,3,927,Sw,,,,,,,,,,,moribund,,"under heavy vegetation + one small balsam, leader dead",Dead press
24,3,928,Sw,,,,,,,,,,,mod-good,,"open, bottom 1/2 very chlorotic",Daed Veg press
24,3,929,Sw,,,,,,,,,,,mod-good,,"open but for some shrubs, cala.can., 30deg lean, slight chlorosis",
24,3,930,Sw,,,,,,,,,,,good,,"open but for some shrubs, chlorotic",Dead Veg press
24,3,931,Sw,,,,,56,56,10,19,17,6.5,good,,"open, needles sparse on bottom 1/2",
24,3,932,Sw,,,,,35,26.5,5.5,5,10,4.5,mod-good,,"open but for light shrub cover, 2 dead laterals",Stem bent/ Veg press
24,3,933,Sw,,,,,45,45,5,16,14,7.5,good,,open but for moderate shrub cover,Stem broken
24,3,934,Sw,,,,,37,34,5.5,15,17,5.5,good,,"open but for one rosa.aci. stem, curved stem",sweep
24,3,935,Sw,,,,,64.5,55,13,37,30,10.5,good,,"open, slightly chlorotic",
24,4,936,Sw,,,,,39.5,35,2,23,18,5.5,good,,wide open,Bent stem
24,4,937,Sw,,,,,,,,,,,mod-good,,open,Dead veg press
24,4,938,Sw,,,,,,,,,,,good,,"open but for light shrub cover, b/t two rotten logs",moribund
24,4,939,Sw,,,,,59,53,7,25,29,6,good,,"20deg lean, at dripline of 6m balsam",
24,4,940,Sw,,,,,45,40,3,20,24,6.5,mod-good,,"under 2 tall mature balsam, foliage sparse on some laterals",
24,4,941,Sw,,,,,64,43,7,25,24,6.5,good,,"under high heavy conifer canopy, 1m from heavy slash",
24,4,942,Sw,,,,,51,46,4,18.5,23,6,mod-good,,"under high heavy conifer canopy, no competition near",
24,4,943,Sw,,,,,52,52,6.5,22,20,8.5,good,,"open, chlorotic",
24,4,944,Sw,,,,,,,,,,,very good,,"at dripline of tall mature spruce, open to south, some light slash beside",
24,4,945,Sw,,,,,39,32.5,5,24,22,5,mod-good,,under heavy mature balsam canopy,
24,4,946,Sw,,,,,61,51,8.5,23,22,8.5,mod-good,,"at dripline of mature balsam with heavy foliage, slightly bent leader",
24,4,947,Sw,,,,,50,40,3.5,21,25,6.5,very good,,open,
24,4,948,Sw,,,,,44,25,7,20,18,5,good,,"under high heavy conifer canopy, in light slash",mult leader
24,4,949,Sw,,,,,,,,,,,good,,"open, in slight depression, some necrotic foliage (very little)",
24,4,950,Sw,,,,,,,,,,,mod-good,,dead terminal bud,dead
24,4,951,Sw,,,,,52.5,46,5,26,24,7.5,good,,"open, chlorotic",DEad
24,4,952,Sw,,,,,61.5,61.5,15,26,40,8.5,good,,"open, chlorotic",
